,TravelMotives,Population,TravelModes,RegionCharacteristics,Periods,Trip in a year,Km travelled in a year,Hours travelled in a year,UserId
6528,2030240,A048709,A048584,PV27    ,2018JJ00,       2,      49,     2.4,2885
6529,2030250,A048709,A018982,PV27    ,2020JJ00,       .,       .,       .,3439
6530,2030190,A048709,T001093,PV23    ,2020JJ00,      26,     214,     7.7,3281
6531,2030190,A048709,T001093,PV24    ,2018JJ00,      31,     239,     7.9,1219
6532,2030220,A048709,A018981,PV30    ,2018JJ00,       3,     230,     5.8,2601
6533,2030230,A048710,A018986,PV24    ,2020JJ00,       .,       .,       .,2127
6534,2030200,A048710,A018984,PV24    ,2022JJ00,      50,     102,     9.3,3333
6535,2030190,A048709,T001093,PV23    ,2021JJ00,      29,     299,     9.7,2780
6536,2030250,A048709,T001093,PV25    ,2021JJ00,     126,    1215,    37.1,1248
6537,2030220,A048710,T001093,PV30    ,2020JJ00,     105,    1495,    38.5,3049
6538,2030230,A048709,T001093,PV20    ,2018JJ00,     167,    2308,    85.1,2687
6539,2820740,A048709,T001093,PV24    ,2018JJ00,      22,       .,    18.0,2798
6540,2030250,A048709,A018982,PV22    ,2022JJ00,       .,       .,       .,3000
6541,2030190,A048710,A018986,PV24    ,2018JJ00,       .,       .,       .,1006
6542,2030250,A048709,A018981,PV30    ,2020JJ00,       .,       .,       .,1933
6543,2030210,A048710,A018986,PV24    ,2018JJ00,       .,       .,       .,1274
6544,2820740,A048709,T001093,PV23    ,2019JJ00,      42,    1432,    26.0,943
6545,2030200,A048709,A018986,PV27    ,2022JJ00,       5,      25,     1.2,1671
6546,2030200,A048709,A018982,PV28    ,2022JJ00,       8,      63,     4.2,2998
6547,2030220,A048709,A018982,PV27    ,2020JJ00,       .,       .,       .,1927
6548,2030230,A048710,A018981,PV22    ,2020JJ00,       .,       .,       .,3199
6549,2030200,A048709,T001093,PV23    ,2019JJ00,     203,    1202,    48.7,2839
6550,2030170,A048709,T001093,PV30    ,2020JJ00,     152,    2388,    60.5,470
6551,2820740,A048709,A048584,PV22    ,2021JJ00,       .,       .,       .,1377
6552,2030240,A048709,A018982,PV30    ,2021JJ00,       .,       .,       .,1443
6553,2030250,A048710,A018981,PV21    ,2021JJ00,       .,       .,       .,80
6554,2030170,A048709,A018986,PV26    ,2021JJ00,      10,     199,     4.3,1734
6555,2030230,A048709,A048584,PV21    ,2021JJ00,       .,       .,       .,1102
6556,2030200,A048710,A018986,PV27    ,2022JJ00,       5,      24,     1.1,1212
6557,2820740,A048710,A048583,PV26    ,2022JJ00,      15,     497,     9.2,988
6558,2030250,A048709,A018982,PV26    ,2020JJ00,       .,       .,       .,1408
6559,2030170,A048709,T001093,PV27    ,2020JJ00,     140,    2219,    66.5,1908
6560,2030190,A048709,A018985,PV31    ,2021JJ00,       .,       .,       .,1108
6561,2030220,A048710,A018986,PV21    ,2018JJ00,       .,       .,       .,2353
6562,2030240,A048709,A018986,PV20    ,2019JJ00,       .,       .,       .,1401
6563,2030240,A048710,A048583,PV26    ,2021JJ00,       7,     148,     7.0,1082
6564,2820740,A048709,A018982,PV20    ,2020JJ00,       .,       .,       .,3247
6565,2030170,A048710,T001093,PV20    ,2022JJ00,     153,    2810,    69.3,222
6566,2030220,A048710,T001093,PV30    ,2022JJ00,     110,    1754,    45.6,2642
6567,2030190,A048710,A018982,PV29    ,2019JJ00,       .,       .,       .,1992
6568,2030240,A048709,A018984,PV25    ,2020JJ00,      16,     283,    26.7,341
6569,2030230,A048709,A018985,PV20    ,2022JJ00,      27,      96,    15.6,2391
6570,2030220,A048710,A018982,PV29    ,2021JJ00,       .,       .,       .,1134
6571,2030220,A048710,A018985,PV22    ,2022JJ00,       .,       .,       .,3000
6572,2030190,A048709,A018984,PV27    ,2019JJ00,       8,      23,     2.1,1349
6573,2030230,A048710,T001093,PV30    ,2021JJ00,     134,    1514,    69.1,1870
6574,2820740,A048709,A018984,PV29    ,2022JJ00,       .,       .,       .,949
6575,2030200,A048709,A018985,PV21    ,2022JJ00,      35,      33,       .,2132
6576,2030170,A048709,A048583,PV31    ,2019JJ00,     110,    2204,    46.7,2366
6577,2030190,A048710,A048583,PV27    ,2021JJ00,      11,     153,     4.1,3090
6578,2030200,A048709,A018985,PV26    ,2019JJ00,      42,      34,     8.2,1139
6579,2030230,A048710,A018984,PV24    ,2022JJ00,      30,     134,    14.3,2407
6580,2030250,A048710,A018986,PV29    ,2019JJ00,       .,       .,       .,3498
6581,2030240,A048709,A018984,PV24    ,2020JJ00,       .,       .,       .,869
6582,2030210,A048710,A018982,PV25    ,2018JJ00,       4,      74,     2.6,3188
6583,2030220,A048709,A018986,PV24    ,2021JJ00,       .,       .,       .,2810
6584,2030220,A048710,A048584,PV30    ,2020JJ00,      23,     469,     9.8,507
6585,2030220,A048710,A018986,PV26    ,2019JJ00,       .,       .,       .,136
6586,2030240,A048710,A048583,PV24    ,2019JJ00,       .,       .,       .,1997
6587,2030250,A048709,A018986,PV20    ,2020JJ00,       .,       .,       .,2725
6588,2030230,A048709,A048583,PV30    ,2021JJ00,      36,     670,    16.5,1413
6589,2030220,A048710,T001093,PV26    ,2022JJ00,      91,    1910,    46.0,2842
6590,2030200,A048710,T001093,PV28    ,2018JJ00,     202,    1058,    55.0,630
6591,2030200,A048710,A018981,PV30    ,2020JJ00,       .,       .,       .,904
6592,2030210,A048710,A048583,PV29    ,2020JJ00,       .,       .,       .,2972
6593,2820740,A048710,A018986,PV25    ,2018JJ00,       6,     229,     4.2,728
6594,2030250,A048710,A048583,PV26    ,2020JJ00,      45,     602,    15.4,967
6595,2030220,A048710,A018985,PV25    ,2021JJ00,      14,      15,     2.7,595
6596,2030210,A048709,A018986,PV25    ,2021JJ00,       .,       .,       .,591
6597,2030170,A048710,A018985,PV21    ,2021JJ00,       .,       .,       .,1407
6598,2030220,A048709,A018985,PV27    ,2020JJ00,      10,      13,     1.9,680
6599,2820740,A048709,A018981,PV27    ,2018JJ00,       .,       .,       .,3086
6600,2030230,A048710,A018985,PV25    ,2018JJ00,      27,      70,    14.2,1192
6601,2030170,A048709,A018984,PV30    ,2022JJ00,      46,     223,    14.5,2991
6602,2030220,A048709,A018984,PV28    ,2021JJ00,      16,      68,     5.6,541
6603,2820740,A048709,A018981,PV20    ,2020JJ00,       .,       .,       .,1111
6604,2030240,A048710,T001093,PV28    ,2022JJ00,      88,     654,    90.9,1507
6605,2030250,A048710,A018985,PV22    ,2022JJ00,       .,       .,       .,853
6606,2030170,A048710,A048584,PV24    ,2018JJ00,       .,       .,       .,256
6607,2030230,A048710,A048583,PV25    ,2019JJ00,      55,    1019,    23.5,711
6608,2030250,A048709,A048583,PV27    ,2019JJ00,      49,     652,    16.8,1268
6609,2030190,A048710,A048584,PV24    ,2021JJ00,       .,       .,       .,3462
6610,2030200,A048710,A018982,PV20    ,2019JJ00,       .,       .,       .,67
6611,2030240,A048709,T001093,PV27    ,2021JJ00,     112,     881,   125.2,3153
6612,2030190,A048710,A018981,PV24    ,2021JJ00,       .,       .,       .,3464
6613,2030190,A048710,A018981,PV23    ,2020JJ00,       .,       .,       .,3111
6614,2030170,A048710,A048583,PV29    ,2022JJ00,      92,    2040,    37.8,247
6615,2820740,A048710,A048584,PV22    ,2018JJ00,       .,       .,       .,2732
6616,2030200,A048709,A018985,PV22    ,2019JJ00,       .,       .,       .,2119
6617,2030170,A048709,A018984,PV31    ,2018JJ00,      48,     185,    13.5,1775
6618,2030250,A048710,A018986,PV25    ,2020JJ00,       .,       .,       .,660
6619,2030190,A048709,A018984,PV21    ,2021JJ00,       .,       .,       .,137
6620,2030240,A048709,A048584,PV28    ,2021JJ00,       3,      92,     4.8,3495
6621,2030170,A048710,A018982,PV29    ,2021JJ00,       .,       .,       .,482
6622,2030190,A048710,A018985,PV28    ,2019JJ00,       5,       6,     1.0,858
6623,2030200,A048710,A048583,PV28    ,2020JJ00,      60,     410,    14.4,2627
6624,2030220,A048710,A048584,PV20    ,2019JJ00,      22,       .,    18.2,2032
6625,2030200,A048710,A048584,PV20    ,2022JJ00,      23,     197,     6.3,685
6626,2030230,A048710,A048584,PV22    ,2019JJ00,      36,     823,    16.8,11
6627,2030200,A048710,A048584,PV29    ,2019JJ00,       .,       .,       .,1778
6628,2030170,A048709,A018985,PV31    ,2022JJ00,      11,      14,     1.9,1339
6629,2030220,A048709,A018985,PV26    ,2021JJ00,      13,      13,     2.7,483
6630,2030190,A048709,A048583,PV30    ,2018JJ00,      15,     168,     4.8,1694
6631,2030200,A048709,A018982,PV28    ,2019JJ00,       9,      64,     4.5,1784
6632,2030200,A048710,A048583,PV31    ,2022JJ00,      92,     601,    19.6,2997
6633,2030230,A048710,A018985,PV26    ,2020JJ00,      33,     103,    21.9,2774
6634,2030190,A048709,T001093,PV29    ,2022JJ00,       .,       .,       .,100
6635,2030230,A048709,A018986,PV31    ,2019JJ00,       .,       .,       .,3365
6636,2030210,A048709,A018984,PV20    ,2021JJ00,      19,      78,     5.7,2204
6637,2030230,A048709,A018982,PV20    ,2022JJ00,       .,       .,       .,270
6638,2030220,A048710,T001093,PV22    ,2018JJ00,     115,    2529,    51.9,2788
6639,2030210,A048710,A018986,PV29    ,2021JJ00,       .,       .,       .,2071
6640,2030200,A048709,A018981,PV28    ,2022JJ00,       .,       .,       .,1316
6641,2030200,A048709,A018986,PV20    ,2022JJ00,       .,       .,       .,3071
6642,2030210,A048710,A018985,PV31    ,2020JJ00,       .,       .,       .,459
6643,2030190,A048709,A018985,PV29    ,2020JJ00,       .,       .,       .,1039
6644,2030240,A048709,A018982,PV22    ,2021JJ00,       .,       .,       .,3339
6645,2030230,A048709,A018981,PV22    ,2021JJ00,       .,       .,       .,520
6646,2030220,A048710,A048583,PV23    ,2019JJ00,      42,    1126,    21.3,1162
6647,2030240,A048709,A018984,PV30    ,2020JJ00,      15,     266,    28.5,1044
6648,2030210,A048710,A018985,PV25    ,2018JJ00,       9,      11,     1.4,759
6649,2030200,A048709,A018982,PV24    ,2021JJ00,       .,       .,       .,55
6650,2030240,A048710,A018981,PV22    ,2019JJ00,       .,       .,       .,1774
6651,2030190,A048710,A018981,PV21    ,2022JJ00,       .,       .,       .,420
6652,2030210,A048710,A048584,PV29    ,2022JJ00,       .,       .,       .,3319
6653,2030250,A048710,A018985,PV31    ,2019JJ00,      13,      14,       .,372
6654,2030200,A048709,T001093,PV29    ,2018JJ00,     218,    1253,    51.7,15
6655,2030190,A048709,A018984,PV30    ,2018JJ00,       8,      22,     1.9,3493
6656,2030200,A048709,A048584,PV29    ,2021JJ00,       .,       .,       .,1741
6657,2030210,A048709,A048583,PV27    ,2018JJ00,       4,     101,     2.3,1345
6658,2030200,A048709,T001093,PV26    ,2018JJ00,     218,    1032,    51.2,2724
6659,2030220,A048709,T001093,PV20    ,2020JJ00,      72,    1221,    30.7,407
6660,2030240,,A018981,PV21    ,2020JJ00,       .,       .,       .,1727
6661,2030250,A048710,A018982,PV29    ,2022JJ00,       .,       .,       .,1476
6662,2030200,A048710,A048584,PV22    ,2021JJ00,      25,       .,     6.8,3231
6663,2820740,A048709,A018984,PV24    ,2018JJ00,       .,       .,       .,2109
6664,2030210,A048710,A018982,PV23    ,2019JJ00,       .,       .,       .,3160
6665,2030170,A048710,A048584,PV29    ,2020JJ00,       .,       .,       .,1952
6666,2030240,A048709,A018985,PV20    ,2022JJ00,      80,     232,    55.3,3317
6667,2030200,A048709,A018985,PV23    ,2021JJ00,      35,      31,     6.2,1209
6668,2030220,A048709,A048583,PV31    ,2019JJ00,      50,    1027,    20.8,1920
6669,2030220,A048710,T001093,PV26    ,2021JJ00,      93,    1917,    44.6,1408
6670,2030170,A048709,A018981,PV30    ,2021JJ00,       .,       .,       .,556
6671,2030220,A048709,T001093,PV25    ,2019JJ00,      98,    2153,    48.1,809
6672,2030200,A048710,A018982,PV31    ,2022JJ00,       .,       .,       .,380
6673,2030240,A048710,A018982,PV30    ,2020JJ00,       .,       .,       .,1004
6674,2030220,A048710,A018982,PV26    ,2018JJ00,       .,       .,       .,2018
6675,2030220,A048710,A018986,PV25    ,2019JJ00,       .,       .,       .,3494
6676,2030230,A048710,A018985,PV31    ,2018JJ00,      33,      88,    17.2,2142
6677,2820740,A048709,A018986,PV31    ,2020JJ00,       .,       .,       .,401
6678,2030210,A048709,A048583,PV26    ,2019JJ00,       .,       .,       .,69
6679,2030230,A048709,A048584,PV28    ,2020JJ00,      16,     380,     9.0,2523
6680,2030250,A048710,A048583,PV28    ,2021JJ00,      51,     567,    16.3,898
6681,2030250,A048709,A048584,PV24    ,2020JJ00,       .,       .,       .,757
6682,2030200,A048710,A018985,PV31    ,2021JJ00,      46,      38,     8.9,3479
6683,2030250,A048709,A018982,PV24    ,2021JJ00,       .,       .,       .,299
6684,2030190,A048710,A018984,PV22    ,2021JJ00,       .,       .,       .,3116
6685,2030170,A048710,A018981,PV28    ,2021JJ00,       4,     135,     4.3,3322
6686,2030200,A048710,A018982,PV26    ,2020JJ00,       .,       .,       .,3408
6687,2030200,A048709,A048583,PV21    ,2021JJ00,      87,     554,    17.7,1887
6688,2030210,A048709,A018986,PV29    ,2020JJ00,       .,       .,       .,2626
6689,2030170,A048709,A048583,PV20    ,2020JJ00,      65,    1553,    30.2,3208
6690,2030230,A048709,T001093,PV22    ,2022JJ00,     144,    2272,    78.3,3513
6691,2030240,A048709,A018981,PV30    ,2022JJ00,       .,       .,       .,2441
6692,2030210,A048710,A018982,PV22    ,2021JJ00,       .,       .,       .,1676
6693,2030240,A048709,A018982,PV23    ,2018JJ00,       .,       .,       .,1327
6694,2030250,A048709,T001093,PV23    ,2021JJ00,     125,    1180,    35.4,2439
6695,2030220,A048710,T001093,PV27    ,2021JJ00,      85,    1678,    43.6,204
6696,2030170,A048710,T001093,PV28    ,2021JJ00,     123,    1853,    56.7,2702
6697,2820740,A048710,A018982,PV28    ,2020JJ00,       .,       .,       .,812
6698,2030170,A048710,A018982,PV25    ,2018JJ00,       .,       .,       .,2470
6699,2030240,A048710,A018981,PV24    ,2020JJ00,       .,       .,       .,2629
6700,2030190,A048709,A018984,PV31    ,2018JJ00,       .,       .,       .,587
6701,2030220,A048709,A048583,PV29    ,2022JJ00,      40,    1136,    21.3,1052
6702,2030210,A048710,A018982,PV31    ,2021JJ00,       .,       .,       .,535
6703,2030170,A048710,A018985,PV30    ,2022JJ00,       7,      12,     1.4,3318
6704,2030170,A048710,A018982,PV27    ,2020JJ00,       7,      91,     5.5,2986
6705,2030210,A048710,T001093,PV31    ,2021JJ00,      43,     485,    17.0,3270
6706,2030210,A048709,A018985,PV27    ,2022JJ00,       .,       .,       .,2102
6707,2030200,A048710,A018984,PV25    ,2021JJ00,      54,     119,    10.9,2454
6708,2030190,A048710,A018981,PV27    ,2018JJ00,       .,       .,       .,468
6709,2030210,A048709,A018984,PV20    ,2019JJ00,      40,     182,    13.6,997
6710,2030230,A048710,A018985,PV29    ,2021JJ00,      33,      80,    17.3,1802
6711,2030220,A048709,T001093,PV28    ,2019JJ00,      95,    1953,    48.2,1899
6712,2030240,A048710,T001093,PV22    ,2020JJ00,     103,     803,    95.9,1401
6713,2030230,A048710,A018981,PV25    ,2020JJ00,       .,       .,       .,2121
6714,2030210,A048709,A018982,PV23    ,2020JJ00,       .,       .,       .,3103
6715,2030250,A048710,A048584,PV26    ,2019JJ00,      10,     205,     4.1,1982
6716,2030170,A048709,A048583,,2021JJ00,      92,    2503,    42.0,2003
6717,2030200,A048709,A018984,PV30    ,2018JJ00,      59,     126,    12.1,668
6718,2030250,A048710,T001093,PV31    ,2018JJ00,     104,     771,    24.5,710
6719,2030190,A048709,A018981,PV25    ,2019JJ00,       .,       .,       .,2515
6720,2030220,A048710,A018981,PV31    ,2021JJ00,       .,       .,       .,211
6721,2030210,A048710,A018984,PV27    ,2018JJ00,      41,     131,    11.1,399
6722,2030250,A048709,A048584,PV25    ,2020JJ00,       8,     167,     3.5,1438
6723,2030190,A048710,A018986,PV31    ,2021JJ00,       .,       .,       .,955
6724,2030200,A048709,A048584,PV30    ,2019JJ00,      23,     254,     7.0,2501
6725,2030170,A048709,A018981,PV20    ,2018JJ00,       .,       .,       .,45
6726,2030250,A048709,A018981,PV31    ,2022JJ00,       .,       .,       .,2195
6727,2030220,A048709,A048583,PV29    ,2019JJ00,      38,    1430,    21.5,1181
6728,2030240,A048710,A048584,PV26    ,2020JJ00,       .,       .,       .,3354
6729,2030190,A048710,A048584,PV22    ,2020JJ00,       .,       .,       .,2920
6730,2030210,A048709,A018981,PV27    ,2019JJ00,       6,     226,     7.3,2842
6731,2030210,A048710,A018984,PV28    ,2021JJ00,      26,      83,     8.0,313
6732,2030220,A048709,T001093,PV28    ,2022JJ00,      88,    1637,    42.0,1730
6733,2030200,A048709,A018986,PV29    ,2019JJ00,       .,       .,       .,1609
6734,2030200,A048709,A048583,PV21    ,2020JJ00,      93,     786,    21.0,896
6735,2030200,A048710,A018985,PV29    ,2018JJ00,      38,      31,     6.3,3175
6736,2030250,A048709,A048584,PV22    ,2019JJ00,       .,       .,       .,249
6737,2030220,A048709,A018982,PV27    ,2018JJ00,       4,      56,     2.9,1233
6738,2030240,A048709,A018984,PV24    ,2022JJ00,      11,     182,    20.6,433
6739,2030230,A048709,A018986,PV29    ,2019JJ00,       .,       .,       .,1588
6740,2030250,A048710,T001093,PV21    ,2018JJ00,     109,    1371,    33.1,1085
6741,2030220,A048710,A018985,PV27    ,2022JJ00,      11,      15,     2.6,1922
6742,2030220,A048709,A018981,PV22    ,2020JJ00,       .,       .,       .,1154
6743,2030250,A048710,A048584,PV26    ,2022JJ00,      10,     214,     4.6,245
6744,2030210,A048710,A048583,PV31    ,2019JJ00,       .,       .,       .,2190
6745,2030170,A048709,A048583,PV28    ,2018JJ00,      95,    2351,    53.4,3120
6746,2030190,A048709,A048583,PV24    ,2018JJ00,       .,       .,       .,2258
6747,2030170,A048710,A018984,PV20    ,2019JJ00,      61,     248,    16.5,1878
6748,2030230,A048709,A048583,PV25    ,2022JJ00,      51,     903,    21.3,3339
6749,2030170,A048710,A018986,PV23    ,2019JJ00,      15,     326,     7.1,2219
6750,2030170,A048710,A018984,PV28    ,2020JJ00,      34,     158,    11.6,1946
6751,2030250,A048710,A048584,PV25    ,2022JJ00,      10,     175,,1869
6752,2030170,A048709,A018984,PV21    ,2022JJ00,      44,     149,    10.0,2311
6753,2820740,A048709,T001093,PV31    ,2021JJ00,      30,     889,    17.9,1652
6754,2030190,A048709,A048584,PV22    ,2018JJ00,       .,       .,       .,2024
6755,2030170,A048710,A018982,PV25    ,2020JJ00,       .,       .,       .,712
6756,2030190,A048710,T001093,PV22    ,2021JJ00,      33,     368,     9.6,2788
6757,2820740,A048710,T001093,PV25    ,2019JJ00,      48,    1609,    31.1,1225
6758,2820740,A048709,A018981,PV26    ,2018JJ00,       .,       .,       .,3039
